time	ctime	crpm	ccrpm	cfr	ccfr	cmdl	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	asprms	aaccrms	asoundrms	cut
211105 14:52:57.875	1.218	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.720550	0.095059	0.007753	1	
211105 14:52:57.975	1.318	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.872239	0.099138	0.008135	1	
211105 14:52:58.075	1.418	601.000000	600.000000	48.000000	8.000000	G01	62.567000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.768579	0.091080	0.007900	1	
211105 14:52:58.175	1.518	601.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.783838	0.244593	0.007772	1	
211105 14:52:58.275	1.618	601.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.669916	0.263615	0.007970	1	
211105 14:52:58.375	1.718	601.000000	600.000000	48.000000	8.000000	G01	62.055000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.696983	0.164721	0.008158	1	
211105 14:52:58.475	1.818	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.891288	0.234887	0.008013	1	
211105 14:52:58.575	1.918	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	8.038076	0.220682	0.008365	1	
211105 14:52:58.675	2.018	600.000000	600.000000	48.000000	8.000000	G01	61.542000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.826122	0.146024	0.007925	1	
211105 14:52:58.775	2.118	600.000000	600.000000	48.000000	8.000000	G01	61.081000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.543435	0.133525	0.007829	1	
211105 14:52:58.875	2.218	600.000000	600.000000	48.000000	8.000000	G01	61.081000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.693541	0.231105	0.007708	1	
211105 14:52:58.975	2.318	600.000000	600.000000	48.000000	8.000000	G01	61.081000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	7.810745	0.183467	0.007951	1	
211105 14:52:59.075	2.418	600.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.904138	0.107607	0.007720	1	
211105 14:52:59.175	2.518	600.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.683984	0.084817	0.007573	1	
211105 14:52:59.275	2.618	600.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.729772	0.122645	0.007908	1	
211105 14:52:59.375	2.718	600.000000	600.000000	48.000000	8.000000	G01	60.518000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	7.756002	0.125271	0.007652	1	
211105 14:52:59.475	2.818	601.000000	600.000000	48.000000	8.000000	G01	60.057000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.772354	0.094950	0.007988	1	
211105 14:52:59.575	2.918	601.000000	600.000000	48.000000	8.000000	G01	60.057000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.890239	0.127216	0.007981	1	
211105 14:52:59.675	3.018	601.000000	600.000000	48.000000	8.000000	G01	60.057000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.626767	0.134869	0.008161	1	
211105 14:52:59.775	3.118	600.000000	600.000000	48.000000	8.000000	G01	59.596000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.701349	0.242452	0.008055	1	
211105 14:52:59.875	3.218	600.000000	600.000000	48.000000	8.000000	G01	59.596000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.768004	0.158120	0.008099	1	
211105 14:52:59.975	3.318	600.000000	600.000000	48.000000	8.000000	G01	59.596000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.736800	0.174749	0.008344	1	
211105 14:53:00.075	3.418	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.708125	0.236682	0.008332	1	
211105 14:53:00.175	3.518	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.560645	0.130405	0.008162	1	
211105 14:53:00.275	3.618	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.874777	0.180219	0.008304	1	
211105 14:53:00.375	3.718	601.000000	600.000000	48.000000	8.000000	G01	58.572000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.841999	0.202412	0.008138	1	
211105 14:53:00.475	3.818	601.000000	600.000000	48.000000	8.000000	G01	58.572000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.781199	0.081920	0.008165	1	
211105 14:53:00.575	3.918	601.000000	600.000000	48.000000	8.000000	G01	58.572000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.785405	0.085673	0.008277	1	
211105 14:53:00.675	4.018	601.000000	600.000000	48.000000	8.000000	G01	58.060000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.497718	0.149624	0.008363	1	
211105 14:53:00.775	4.118	601.000000	600.000000	48.000000	8.000000	G01	58.060000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.666730	0.148154	0.008055	1	
211105 14:53:00.875	4.218	601.000000	600.000000	48.000000	8.000000	G01	58.060000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.795497	0.375733	0.008103	1	
211105 14:53:00.975	4.318	601.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.941274	0.416508	0.008141	1	
211105 14:53:01.075	4.418	601.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.750936	0.152648	0.008170	1	
211105 14:53:01.175	4.518	601.000000	600.000000	48.000000	8.000000	G01	57.547000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.437417	0.221333	0.008257	1	
211105 14:53:01.275	4.618	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.676360	0.273410	0.008004	1	
211105 14:53:01.375	4.718	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.759431	0.203702	0.007966	1	
211105 14:53:01.475	4.818	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.851152	0.214984	0.007948	1	
211105 14:53:01.575	4.918	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.739650	0.326808	0.008112	1	
211105 14:53:01.675	5.018	600.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.532927	0.217995	0.008080	1	
211105 14:53:01.775	5.118	600.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.662991	0.364478	0.007909	1	
211105 14:53:01.875	5.218	600.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.710856	0.284232	0.007855	1	
211105 14:53:01.975	5.318	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.908477	0.111909	0.008019	1	
211105 14:53:02.075	5.418	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.641110	0.099552	0.007866	1	
211105 14:53:02.175	5.518	600.000000	600.000000	48.000000	8.000000	G01	55.960000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.553739	0.105989	0.008051	1	
211105 14:53:02.275	5.618	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.727197	0.369481	0.007778	1	
211105 14:53:02.375	5.718	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.732181	0.378055	0.007845	1	
211105 14:53:02.475	5.818	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.623915	0.139180	0.007981	1	
211105 14:53:02.575	5.918	600.000000	600.000000	48.000000	8.000000	G01	55.447000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.599100	0.135842	0.007738	1	
211105 14:53:02.675	6.018	600.000000	600.000000	48.000000	8.000000	G01	54.935000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.738067	0.089395	0.008236	1	
211105 14:53:02.775	6.118	600.000000	600.000000	48.000000	8.000000	G01	54.935000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.762289	0.124117	0.007802	1	
211105 14:53:02.875	6.218	600.000000	600.000000	48.000000	8.000000	G01	54.935000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.691070	0.197613	0.007932	1	
211105 14:53:02.975	6.318	600.000000	600.000000	48.000000	8.000000	G01	54.423000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.677706	0.081472	0.007867	1	
211105 14:53:03.075	6.418	600.000000	600.000000	48.000000	8.000000	G01	54.423000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.626101	0.091158	0.007649	1	
211105 14:53:03.175	6.518	600.000000	600.000000	48.000000	8.000000	G01	54.423000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.567658	0.123592	0.007918	1	
211105 14:53:03.275	6.618	600.000000	600.000000	48.000000	8.000000	G01	53.860000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.765079	0.078202	0.007465	1	
211105 14:53:03.375	6.718	600.000000	600.000000	48.000000	8.000000	G01	53.860000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.710305	0.109237	0.007583	1	
211105 14:53:03.475	6.818	600.000000	600.000000	48.000000	8.000000	G01	53.860000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.553400	0.115873	0.007412	1	
211105 14:53:03.575	6.918	600.000000	600.000000	48.000000	8.000000	G01	53.399000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.476516	0.131191	0.007763	1	
211105 14:53:03.675	7.018	600.000000	600.000000	48.000000	8.000000	G01	53.399000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.514351	0.257519	0.007564	1	
211105 14:53:03.775	7.118	600.000000	600.000000	48.000000	8.000000	G01	53.399000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.542105	0.230671	0.007813	1	
211105 14:53:03.875	7.218	601.000000	600.000000	48.000000	8.000000	G01	52.938000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.434051	0.347797	0.007611	1	
211105 14:53:03.975	7.318	601.000000	600.000000	48.000000	8.000000	G01	52.938000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.285488	0.100958	0.007322	1	
211105 14:53:04.075	7.418	601.000000	600.000000	48.000000	8.000000	G01	52.938000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.054810	0.104688	0.007430	1	
211105 14:53:04.175	7.518	600.000000	600.000000	48.000000	8.000000	G01	52.425000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.942770	0.143472	0.007788	1	
211105 14:53:04.275	7.618	600.000000	600.000000	48.000000	8.000000	G01	52.425000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.017356	0.137049	0.007728	1	
211105 14:53:04.375	7.718	600.000000	600.000000	48.000000	8.000000	G01	52.425000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.983280	0.104632	0.007378	1	
211105 14:53:04.475	7.818	600.000000	600.000000	48.000000	8.000000	G01	51.964000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.803376	0.131658	0.007561	1	
211105 14:53:04.575	7.918	600.000000	600.000000	48.000000	8.000000	G01	51.964000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.682109	0.085544	0.007200	1	
211105 14:53:04.675	8.018	600.000000	600.000000	48.000000	8.000000	G01	51.964000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.775877	0.431381	0.007554	1	
211105 14:53:04.775	8.118	600.000000	600.000000	48.000000	8.000000	G01	51.452000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.614770	0.818878	0.007465	1	
211105 14:53:04.875	8.218	600.000000	600.000000	48.000000	8.000000	G01	51.452000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.365972	0.452657	0.007882	1	
211105 14:53:04.975	8.318	600.000000	600.000000	48.000000	8.000000	G01	51.452000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.511444	0.212267	0.007415	1	
211105 14:53:05.075	8.418	600.000000	600.000000	48.000000	8.000000	G01	50.940000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.517751	0.079565	0.007470	1	
211105 14:53:05.175	8.518	600.000000	600.000000	48.000000	8.000000	G01	50.940000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.537575	0.197734	0.007813	1	
211105 14:53:05.275	8.618	600.000000	600.000000	48.000000	8.000000	G01	50.940000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.502093	0.150705	0.007375	1	
211105 14:53:05.375	8.718	600.000000	600.000000	48.000000	8.000000	G01	50.940000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.586178	0.125078	0.007203	1	
211105 14:53:05.475	8.818	601.000000	600.000000	48.000000	8.000000	G01	50.377000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.570808	0.133860	0.007380	1	
211105 14:53:05.575	8.918	601.000000	600.000000	48.000000	8.000000	G01	50.377000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.493681	0.258863	0.007417	1	
211105 14:53:05.675	9.018	601.000000	600.000000	48.000000	8.000000	G01	50.377000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.470404	0.375634	0.007309	1	
211105 14:53:05.775	9.118	600.000000	600.000000	48.000000	8.000000	G01	49.864000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.334256	0.133770	0.007581	1	
211105 14:53:05.875	9.218	600.000000	600.000000	48.000000	8.000000	G01	49.864000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.523476	0.213789	0.007581	1	
211105 14:53:05.975	9.318	600.000000	600.000000	48.000000	8.000000	G01	49.864000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.491720	0.123794	0.007532	1	
211105 14:53:06.075	9.418	601.000000	600.000000	48.000000	8.000000	G01	49.403000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.440882	0.082448	0.007464	1	
211105 14:53:06.175	9.518	601.000000	600.000000	48.000000	8.000000	G01	49.403000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.520408	0.146706	0.007260	1	
211105 14:53:06.275	9.618	601.000000	600.000000	48.000000	8.000000	G01	49.403000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.613806	0.087715	0.007986	1	
211105 14:53:06.375	9.718	601.000000	600.000000	48.000000	8.000000	G01	48.891000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.568155	0.188809	0.007646	1	
211105 14:53:06.475	9.818	601.000000	600.000000	48.000000	8.000000	G01	48.891000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.470125	0.357840	0.007513	1	
211105 14:53:06.575	9.918	601.000000	600.000000	48.000000	8.000000	G01	48.891000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.486595	0.614646	0.007271	1	
211105 14:53:06.675	10.018	600.000000	600.000000	48.000000	8.000000	G01	48.379000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.418577	0.745858	0.007741	1	
211105 14:53:06.775	10.118	600.000000	600.000000	48.000000	8.000000	G01	48.379000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.435491	0.963217	0.008014	1	
211105 14:53:06.875	10.218	600.000000	600.000000	48.000000	8.000000	G01	48.379000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.407409	0.784629	0.008179	1	
211105 14:53:06.975	10.318	600.000000	600.000000	48.000000	8.000000	G01	48.379000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.556211	0.385407	0.007607	1	
211105 14:53:07.075	10.418	601.000000	600.000000	48.000000	8.000000	G01	47.867000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.540782	0.263068	0.007490	1	
211105 14:53:07.175	10.518	601.000000	600.000000	48.000000	8.000000	G01	47.867000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.540525	0.435803	0.007953	1	
211105 14:53:07.275	10.618	601.000000	600.000000	48.000000	8.000000	G01	47.867000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.504134	0.830459	0.008222	1	
211105 14:53:07.375	10.718	600.000000	600.000000	48.000000	8.000000	G01	47.303000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.461616	0.987021	0.008366	1	
211105 14:53:07.475	10.818	600.000000	600.000000	48.000000	8.000000	G01	47.303000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.581760	0.907378	0.007894	1	
211105 14:53:07.575	10.918	600.000000	600.000000	48.000000	8.000000	G01	47.303000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.353507	0.748089	0.007823	1	
211105 14:53:07.675	11.018	600.000000	600.000000	48.000000	8.000000	G01	46.842000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.405672	0.606524	0.007599	1	
211105 14:53:07.775	11.118	600.000000	600.000000	48.000000	8.000000	G01	46.842000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.526609	0.216717	0.007749	1	
211105 14:53:07.875	11.218	600.000000	600.000000	48.000000	8.000000	G01	46.842000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.455329	0.215018	0.007798	1	
211105 14:53:07.975	11.318	600.000000	600.000000	48.000000	8.000000	G01	46.381000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.416283	0.461761	0.008030	1	
211105 14:53:08.075	11.418	600.000000	600.000000	48.000000	8.000000	G01	46.381000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.631137	0.098897	0.007830	1	
211105 14:53:08.175	11.518	600.000000	600.000000	48.000000	8.000000	G01	46.381000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.565387	0.188906	0.007912	1	
211105 14:53:08.275	11.618	600.000000	600.000000	48.000000	8.000000	G01	45.869000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.414811	0.258901	0.007986	1	
211105 14:53:08.375	11.718	600.000000	600.000000	48.000000	8.000000	G01	45.869000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.556047	0.104001	0.007482	1	
211105 14:53:08.475	11.818	600.000000	600.000000	48.000000	8.000000	G01	45.869000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.454815	0.133562	0.007479	1	
211105 14:53:08.575	11.918	600.000000	600.000000	48.000000	8.000000	G01	45.356000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.492951	0.147667	0.007296	1	
211105 14:53:08.675	12.018	600.000000	600.000000	48.000000	8.000000	G01	45.356000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.474486	0.264085	0.007229	1	
211105 14:53:08.775	12.118	600.000000	600.000000	48.000000	8.000000	G01	45.356000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.500083	0.197195	0.007373	1	
211105 14:53:08.875	12.218	600.000000	600.000000	48.000000	8.000000	G01	45.356000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.545297	0.121019	0.007396	1	
211105 14:53:08.975	12.318	600.000000	600.000000	48.000000	8.000000	G01	44.844000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.513890	0.360242	0.007882	1	
