time	ctime	crpm	ccrpm	cfr	ccfr	cmdl	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	asprms	aaccrms	asoundrms	cut
211105 14:24:52.175	3.208	601.000000	600.000000	48.000000	8.000000	G01	59.596000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.363060	0.178302	0.008183	1	
211105 14:24:52.275	3.308	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.466136	0.242659	0.008084	1	
211105 14:24:52.375	3.408	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.627414	0.320449	0.007999	1	
211105 14:24:52.475	3.508	600.000000	600.000000	48.000000	8.000000	G01	59.084000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.597207	0.340608	0.007839	1	
211105 14:24:52.575	3.608	601.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.345208	0.405157	0.007833	1	
211105 14:24:52.675	3.708	601.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.275469	0.361709	0.007966	1	
211105 14:24:52.775	3.808	601.000000	600.000000	48.000000	8.000000	G01	58.623000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.399854	0.392513	0.007791	1	
211105 14:24:52.875	3.908	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.487860	0.502682	0.007940	1	
211105 14:24:52.975	4.008	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.582925	0.427898	0.007829	1	
211105 14:24:53.075	4.108	600.000000	600.000000	48.000000	8.000000	G01	58.111000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.415701	0.272342	0.007654	1	
211105 14:24:53.175	4.208	601.000000	600.000000	48.000000	8.000000	G01	57.650000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.406976	0.274741	0.007654	1	
211105 14:24:53.275	4.308	601.000000	600.000000	48.000000	8.000000	G01	57.650000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.306907	0.321671	0.007936	1	
211105 14:24:53.375	4.408	601.000000	600.000000	48.000000	8.000000	G01	57.650000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.452245	0.230048	0.007867	1	
211105 14:24:53.475	4.508	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.639984	0.260305	0.007707	1	
211105 14:24:53.575	4.608	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.459550	0.245720	0.007478	1	
211105 14:24:53.675	4.708	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.319754	0.261128	0.007548	1	
211105 14:24:53.775	4.808	600.000000	600.000000	48.000000	8.000000	G01	57.086000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.235782	0.207372	0.007479	1	
211105 14:24:53.875	4.908	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.426373	0.300437	0.007467	1	
211105 14:24:53.975	5.008	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.537793	0.381784	0.007697	1	
211105 14:24:54.075	5.108	601.000000	600.000000	48.000000	8.000000	G01	56.574000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.538217	0.271064	0.007496	1	
211105 14:24:54.175	5.208	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.278908	0.147627	0.007402	1	
211105 14:24:54.275	5.308	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.275995	0.149481	0.007545	1	
211105 14:24:54.375	5.408	600.000000	600.000000	48.000000	8.000000	G01	56.062000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.361186	0.151346	0.007615	1	
211105 14:24:54.475	5.508	600.000000	600.000000	48.000000	8.000000	G01	55.550000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.537827	0.513631	0.007687	1	
211105 14:24:54.575	5.608	600.000000	600.000000	48.000000	8.000000	G01	55.550000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.451005	0.185666	0.007687	1	
211105 14:24:54.675	5.708	600.000000	600.000000	48.000000	8.000000	G01	55.550000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.401361	0.145457	0.007601	1	
211105 14:24:54.775	5.808	600.000000	600.000000	48.000000	8.000000	G01	55.037000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.257138	0.124054	0.007581	1	
211105 14:24:54.875	5.908	600.000000	600.000000	48.000000	8.000000	G01	55.037000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.370758	0.135568	0.007909	1	
211105 14:24:54.975	6.008	600.000000	600.000000	48.000000	8.000000	G01	55.037000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.434569	0.193875	0.007855	1	
211105 14:24:55.075	6.108	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.483766	0.200242	0.007886	1	
211105 14:24:55.175	6.208	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.369429	0.276608	0.007711	1	
211105 14:24:55.275	6.308	600.000000	600.000000	48.000000	8.000000	G01	54.576000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.202375	0.296832	0.007270	1	
211105 14:24:55.375	6.408	600.000000	600.000000	48.000000	8.000000	G01	54.064000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.215559	0.227479	0.007448	1	
211105 14:24:55.475	6.508	600.000000	600.000000	48.000000	8.000000	G01	54.064000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.406118	0.261781	0.007586	1	
211105 14:24:55.575	6.608	600.000000	600.000000	48.000000	8.000000	G01	54.064000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.478714	0.203879	0.007524	1	
211105 14:24:55.675	6.708	600.000000	600.000000	48.000000	8.000000	G01	54.064000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.463340	0.229788	0.007416	1	
211105 14:24:55.775	6.808	600.000000	600.000000	48.000000	8.000000	G01	53.552000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.253294	0.316218	0.007661	1	
211105 14:24:55.875	6.908	600.000000	600.000000	48.000000	8.000000	G01	53.552000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.204177	0.319913	0.007493	1	
211105 14:24:55.975	7.008	600.000000	600.000000	48.000000	8.000000	G01	53.552000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.279717	0.369329	0.007514	1	
211105 14:24:56.075	7.108	601.000000	600.000000	48.000000	8.000000	G01	53.040000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.499816	0.144572	0.007730	1	
211105 14:24:56.175	7.208	601.000000	600.000000	48.000000	8.000000	G01	53.040000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.409788	0.198635	0.007610	1	
211105 14:24:56.275	7.308	601.000000	600.000000	48.000000	8.000000	G01	53.040000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.160511	0.208858	0.007648	1	
211105 14:24:56.375	7.408	600.000000	600.000000	48.000000	8.000000	G01	52.528000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.062893	0.132005	0.007584	1	
211105 14:24:56.475	7.508	600.000000	600.000000	48.000000	8.000000	G01	52.528000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.943392	0.123714	0.008043	1	
211105 14:24:56.575	7.608	600.000000	600.000000	48.000000	8.000000	G01	52.528000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	7.089739	0.145882	0.007747	1	
211105 14:24:56.675	7.708	600.000000	600.000000	48.000000	8.000000	G01	52.067000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.967706	0.146690	0.007642	1	
211105 14:24:56.775	7.808	600.000000	600.000000	48.000000	8.000000	G01	52.067000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.869760	0.121692	0.007656	1	
211105 14:24:56.875	7.908	600.000000	600.000000	48.000000	8.000000	G01	52.067000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.784582	0.117410	0.007393	1	
211105 14:24:56.975	8.008	601.000000	600.000000	48.000000	8.000000	G01	51.554000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.560425	0.109596	0.007500	1	
211105 14:24:57.075	8.108	601.000000	600.000000	48.000000	8.000000	G01	51.554000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.620833	0.115757	0.007575	1	
211105 14:24:57.175	8.208	601.000000	600.000000	48.000000	8.000000	G01	51.554000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.427613	0.160571	0.007592	1	
211105 14:24:57.275	8.308	600.000000	600.000000	48.000000	8.000000	G01	51.093000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.433060	0.131137	0.007201	1	
211105 14:24:57.375	8.408	600.000000	600.000000	48.000000	8.000000	G01	51.093000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.531535	0.137843	0.007454	1	
211105 14:24:57.475	8.508	600.000000	600.000000	48.000000	8.000000	G01	51.093000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.543879	0.141230	0.007761	1	
211105 14:24:57.575	8.608	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.499933	0.108134	0.007268	1	
211105 14:24:57.675	8.708	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.558176	0.291697	0.007066	1	
211105 14:24:57.775	8.808	600.000000	600.000000	48.000000	8.000000	G01	50.581000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.628000	0.523913	0.007147	1	
211105 14:24:57.875	8.908	600.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.392594	0.270715	0.007287	1	
211105 14:24:57.975	9.008	600.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.424932	0.529545	0.007335	1	
211105 14:24:58.075	9.108	600.000000	600.000000	48.000000	8.000000	G01	50.069000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.465745	0.281847	0.007549	1	
211105 14:24:58.175	9.208	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.468882	0.119734	0.007512	1	
211105 14:24:58.275	9.308	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.460313	0.139814	0.007431	1	
211105 14:24:58.375	9.408	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.512532	0.107709	0.007451	1	
211105 14:24:58.475	9.508	600.000000	600.000000	48.000000	8.000000	G01	49.557000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.561532	0.112922	0.007468	1	
211105 14:24:58.575	9.608	600.000000	600.000000	48.000000	8.000000	G01	49.096000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.577573	0.111932	0.007586	1	
211105 14:24:58.675	9.708	600.000000	600.000000	48.000000	8.000000	G01	49.096000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.488920	0.112820	0.007465	1	
211105 14:24:58.775	9.808	600.000000	600.000000	48.000000	8.000000	G01	49.096000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.427182	0.173858	0.007331	1	
211105 14:24:58.875	9.908	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.573571	0.157467	0.007359	1	
211105 14:24:58.975	10.008	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.419811	0.143626	0.007651	1	
211105 14:24:59.075	10.108	601.000000	600.000000	48.000000	8.000000	G01	48.584000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	3.000000	0.000000	0.000000	0.000000	6.399229	0.119981	0.007482	1	
211105 14:24:59.175	10.208	600.000000	600.000000	48.000000	8.000000	G01	48.123000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.450794	0.116905	0.007660	1	
211105 14:24:59.275	10.308	600.000000	600.000000	48.000000	8.000000	G01	48.123000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.608470	0.387179	0.006994	1	
211105 14:24:59.375	10.408	600.000000	600.000000	48.000000	8.000000	G01	48.123000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.529254	0.220726	0.007087	1	
211105 14:24:59.475	10.508	600.000000	600.000000	48.000000	8.000000	G01	47.661000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.413298	0.116565	0.007097	1	
211105 14:24:59.575	10.608	600.000000	600.000000	48.000000	8.000000	G01	47.661000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.588228	0.128985	0.007391	1	
211105 14:24:59.675	10.708	600.000000	600.000000	48.000000	8.000000	G01	47.661000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.479718	0.148761	0.007240	1	
211105 14:24:59.775	10.808	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.441045	0.176653	0.006917	1	
211105 14:24:59.875	10.908	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.389138	0.186482	0.007083	1	
211105 14:24:59.975	11.008	601.000000	600.000000	48.000000	8.000000	G01	47.098000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	2.000000	0.000000	0.000000	0.000000	6.521126	0.245077	0.006843	1	
211105 14:25:00.075	11.108	600.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.507559	0.176936	0.007037	1	
211105 14:25:00.175	11.208	600.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.502726	0.182504	0.007079	1	
211105 14:25:00.275	11.308	600.000000	600.000000	48.000000	8.000000	G01	46.586000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.451986	0.107542	0.007258	1	
211105 14:25:00.375	11.408	600.000000	600.000000	48.000000	8.000000	G01	46.022000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.449504	0.262770	0.007046	1	
211105 14:25:00.475	11.508	600.000000	600.000000	48.000000	8.000000	G01	46.022000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.558131	0.126568	0.007225	1	
211105 14:25:00.575	11.608	600.000000	600.000000	48.000000	8.000000	G01	46.022000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.349351	0.135418	0.007215	1	
211105 14:25:00.675	11.708	600.000000	600.000000	48.000000	8.000000	G01	46.022000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.417152	0.169589	0.006876	1	
211105 14:25:00.775	11.808	601.000000	600.000000	48.000000	8.000000	G01	45.561000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.474217	0.212962	0.007238	1	
211105 14:25:00.875	11.908	601.000000	600.000000	48.000000	8.000000	G01	45.561000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.512565	0.124810	0.006632	1	
211105 14:25:00.975	12.008	601.000000	600.000000	48.000000	8.000000	G01	45.561000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.438163	0.148302	0.006701	1	
211105 14:25:01.075	12.108	601.000000	600.000000	48.000000	8.000000	G01	45.049000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.546803	0.151690	0.006979	1	
211105 14:25:01.175	12.208	601.000000	600.000000	48.000000	8.000000	G01	45.049000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.580528	0.206540	0.007168	1	
211105 14:25:01.275	12.308	601.000000	600.000000	48.000000	8.000000	G01	45.049000	0.150000	0.000000	8.000000	101.000000	1.000000	8.000000	1.000000	0.000000	0.000000	0.000000	6.420680	0.261452	0.007539	1	
